구분자,구분자,구분자,재무제표종류,종목코드,회사명,시장구분,업종,업종명,결산월,결산기준일,보고서종류,통화,항목코드,항목명,당기 1분기말,전기말,전전기말
ifrs_InvestmentAccountedForUsingEquityMethod      지분법적용 투자지분,      지분법적용투자지분,1-3-06,"재무상태표, 유동/비유동법-연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-03-31,1분기보고서,KRW,ifrs_InvestmentAccountedForUsingEquityMethod,      지분법적용 투자지분,"306,816,999,861","321,257,551,913","278,888,731,701"
entity00105271_udf_BS_2011525141616109_NoncurrentAssets      비유동파생상품자산,      기타비유동금융자산,1-3-05,"재무상태표, 유동/비유동법-연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-03-31,1분기보고서,KRW,entity00105271_udf_BS_2011525141616109_NoncurrentAssets,      비유동파생상품자산,"12,267,263,823","20,029,475,790","18,059,925,692"
ifrs_PropertyPlantAndEquipment      유형자산,      유형자산,1-3-08,"재무상태표, 유동/비유동법-연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-03-31,1분기보고서,KRW,ifrs_PropertyPlantAndEquipment,      유형자산,"2,612,050,970,549","2,572,475,938,787","2,514,703,811,859"
ifrs_IntangibleAssetsOtherThanGoodwill      영업권 이외의 무형자산,      무형자산,1-3-09,"재무상태표, 유동/비유동법-연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-03-31,1분기보고서,KRW,ifrs_IntangibleAssetsOtherThanGoodwill,      영업권 이외의 무형자산,"17,448,646,401","18,140,598,637","19,414,004,677"
dart_GoodwillGross      영업권,      영업권,1-3-10,"재무상태표, 유동/비유동법-연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-03-31,1분기보고서,KRW,dart_GoodwillGross,      영업권,"21,920,379,735","21,920,379,735","21,920,379,735"
ifrs_InvestmentProperty      투자부동산,      투자부동산,1-3-11,"재무상태표, 유동/비유동법-연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-03-31,1분기보고서,KRW,ifrs_InvestmentProperty,      투자부동산,"648,686,728,169","660,135,919,857","443,022,217,488"
ifrs_DeferredTaxAssets      이연법인세자산,      이연법인세자산,1-3-12,"재무상태표, 유동/비유동법-연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-03-31,1분기보고서,KRW,ifrs_DeferredTaxAssets,      이연법인세자산,"636,570,077","837,063,138","1,747,146,671"
entity00105271_udf_BS_201731718650106_NoncurrentAssets      순확정급여자산,      순확정급여자산,1-3-13,"재무상태표, 유동/비유동법-연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-03-31,1분기보고서,KRW,entity00105271_udf_BS_201731718650106_NoncurrentAssets,      순확정급여자산,"1,954,164,058","10,156,840,332",
ifrs_Assets   자산총계,   자산총계,1-4,"재무상태표, 유동/비유동법-연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-03-31,1분기보고서,KRW,ifrs_Assets,   자산총계,"9,149,553,924,689","9,162,368,431,781","8,668,411,154,310"
ifrs_LiabilitiesAbstract부채  [abstract],부채,2,"재무상태표, 유동/비유동법-연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-03-31,1분기보고서,KRW,ifrs_LiabilitiesAbstract,부채  [abstract],,,
ifrs_CurrentLiabilities   I. 유동부채,   유동부채,2-1,"재무상태표, 유동/비유동법-연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-03-31,1분기보고서,KRW,ifrs_CurrentLiabilities,   I. 유동부채,"1,641,337,595,307","1,677,502,637,380","1,374,813,687,253"
ifrs_TradeAndOtherCurrentPayables      매입채무,      매입채무,2-1-01,"재무상태표, 유동/비유동법-연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-03-31,1분기보고서,KRW,ifrs_TradeAndOtherCurrentPayables,      매입채무,"262,406,572,769","261,375,048,418","226,439,375,897"
dart_ShortTermBorrowings      단기차입금,      단기차입금,2-1-04,"재무상태표, 유동/비유동법-연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-03-31,1분기보고서,KRW,dart_ShortTermBorrowings,      단기차입금,"1,019,796,403,973","1,064,052,715,560","815,590,220,077"
entity00105271_udf_BS_2011525142031421_CurrentLiabilities      기타부채,      기타부채,2-1-03,"재무상태표, 유동/비유동법-연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-03-31,1분기보고서,KRW,entity00105271_udf_BS_2011525142031421_CurrentLiabilities,      기타부채,"325,453,674,820","306,425,385,817","269,168,395,042"
entity00105271_udf_BS_2011525142054656_CurrentLiabilities      유동파생상품부채,      유동파생상품부채,2-1-07,"재무상태표, 유동/비유동법-연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-03-31,1분기보고서,KRW,entity00105271_udf_BS_2011525142054656_CurrentLiabilities,      유동파생상품부채,"56,722,623","56,722,623",
dart_PaymentsOfIncomeTaxesPayable      미지급법인세,      미지급법인세,2-1-10,"재무상태표, 유동/비유동법-연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-03-31,1분기보고서,KRW,dart_PaymentsOfIncomeTaxesPayable,      미지급법인세,"33,624,221,122","45,592,764,962","63,615,696,237"
ifrs_NoncurrentLiabilities   Ⅱ. 비유동부채,   비유동부채,2-3,"재무상태표, 유동/비유동법-연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-03-31,1분기보고서,KRW,ifrs_NoncurrentLiabilities,   Ⅱ. 비유동부채,"1,521,461,302,374","1,517,940,362,098","1,424,943,979,536"
dart_LongTermBorrowingsGross      장기차입금,      장기차입금,2-3-01,"재무상태표, 유동/비유동법-연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-03-31,1분기보고서,KRW,dart_LongTermBorrowingsGross,      장기차입금,"911,465,866,379","936,452,892,355","829,388,444,651"
entity00105271_udf_BS_2011525142146546_NoncurrentLiabilities      기타부채,      기타부채,2-3-03,"재무상태표, 유동/비유동법-연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-03-31,1분기보고서,KRW,entity00105271_udf_BS_2011525142146546_NoncurrentLiabilities,      기타부채,"32,138,496,534","31,667,796,683","30,035,091,219"
entity00105271_udf_BS_2011525142154421_NoncurrentLiabilities      비유동파생상품부채,      기타비유동금융부채,2-3-04,"재무상태표, 유동/비유동법-연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-03-31,1분기보고서,KRW,entity00105271_udf_BS_2011525142154421_NoncurrentLiabilities,      비유동파생상품부채,"13,102,242,229","265,142,331","184,635,634"
dart_PostemploymentBenefitObligations      퇴직급여채무,      순확정급여부채,2-3-05,"재무상태표, 유동/비유동법-연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-03-31,1분기보고서,KRW,dart_PostemploymentBenefitObligations,      퇴직급여채무,,,"26,286,329,346"
ifrs_NoncurrentProvisions      비유동충당부채,      비유동충당부채,2-3-07,"재무상태표, 유동/비유동법-연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-03-31,1분기보고서,KRW,ifrs_NoncurrentProvisions,      비유동충당부채,"12,419,081,346","12,590,041,018","9,191,676,012"
ifrs_DeferredTaxLiabilities      이연법인세부채,      이연법인세부채,2-3-08,"재무상태표, 유동/비유동법-연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-03-31,1분기보고서,KRW,ifrs_DeferredTaxLiabilities,      이연법인세부채,"552,335,615,886","536,964,489,711","529,857,802,674"
ifrs_Liabilities   부채총계,   부채총계,2-4,"재무상태표, 유동/비유동법-연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-03-31,1분기보고서,KRW,ifrs_Liabilities,   부채총계,"3,162,798,897,681","3,195,442,999,478","2,799,757,666,789"
ifrs_EquityAbstract자본 [abstract],자본,3,"재무상태표, 유동/비유동법-연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-03-31,1분기보고서,KRW,ifrs_EquityAbstract,자본 [abstract],,,
entity00105271_udf_BS_2011525143321593_EquityAbstract   Ⅰ.지배기업의 소유주에게 귀속되는 지분,   지배기업소유지분,3-1,"재무상태표, 유동/비유동법-연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-03-31,1분기보고서,KRW,entity00105271_udf_BS_2011525143321593_EquityAbstract,   Ⅰ.지배기업의 소유주에게 귀속되는 지분,"5,976,585,624,909","5,955,955,458,208","5,857,907,515,519"
entity00105271_udf_BS_201152514334278_udf_BS_2011525143321593_EquityAbstract      자본금,      자본금,3-1-01,"재무상태표, 유동/비유동법-연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-03-31,1분기보고서,KRW,entity00105271_udf_BS_201152514334278_udf_BS_2011525143321593_EquityAbstract,      자본금,"56,434,870,000","56,434,870,000","56,434,870,000"
entity00105271_udf_BS_2011525143353765_udf_BS_2011525143321593_EquityAbstract      자본잉여금,      자본잉여금,3-1-02,"재무상태표, 유동/비유동법-연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-03-31,1분기보고서,KRW,entity00105271_udf_BS_2011525143353765_udf_BS_2011525143321593_EquityAbstract,      자본잉여금,"467,587,720,184","467,587,720,184","467,587,720,184"
entity00105271_udf_BS_2011525143358187_udf_BS_2011525143321593_EquityAbstract      자본조정,      자본조정,3-1-03,"재무상태표, 유동/비유동법-연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-03-31,1분기보고서,KRW,entity00105271_udf_BS_2011525143358187_udf_BS_2011525143321593_EquityAbstract,      자본조정,"-122,873,033,196","-122,873,033,196","-122,873,033,196"
entity00105271_udf_BS_20115251434278_udf_BS_2011525143321593_EquityAbstract      기타포괄손익누계액,      기타포괄손익누계액,3-1-04,"재무상태표, 유동/비유동법-연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-03-31,1분기보고서,KRW,entity00105271_udf_BS_20115251434278_udf_BS_2011525143321593_EquityAbstract,      기타포괄손익누계액,"1,180,518,151,021","1,114,777,786,566","1,093,812,110,352"
entity00105271_udf_BS_201152514349562_udf_BS_2011525143321593_EquityAbstract      이익잉여금,      이익잉여금,3-1-05,"재무상태표, 유동/비유동법-연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-03-31,1분기보고서,KRW,entity00105271_udf_BS_201152514349562_udf_BS_2011525143321593_EquityAbstract,      이익잉여금,"4,394,917,916,900","4,440,028,114,654","4,362,945,848,179"
ifrs_NoncontrollingInterests   II. 비지배지분,   비지배지분,3-2,"재무상태표, 유동/비유동법-연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-03-31,1분기보고서,KRW,ifrs_NoncontrollingInterests,   II. 비지배지분,"10,169,402,099","10,969,974,095","10,745,972,002"
ifrs_Equity   자본총계,   자본총계,3-3,"재무상태표, 유동/비유동법-연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-03-31,1분기보고서,KRW,ifrs_Equity,   자본총계,"5,986,755,027,008","5,966,925,432,303","5,868,653,487,521"
ifrs_EquityAndLiabilities자본및부채총계,부채및자본총계,4,"재무상태표, 유동/비유동법-연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-03-31,1분기보고서,KRW,ifrs_EquityAndLiabilities,자본및부채총계,"9,149,553,924,689","9,162,368,431,781","8,668,411,154,310"
ifrs_AssetsAbstract자산 [abstract],자산,1,"재무상태표, 유동/비유동법-연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-06-30,반기보고서,KRW,ifrs_AssetsAbstract,자산 [abstract],,,
ifrs_CurrentAssets   I. 유동자산,   유동자산,1-1,"재무상태표, 유동/비유동법-연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-06-30,반기보고서,KRW,ifrs_CurrentAssets,   I. 유동자산,"2,330,469,860,624","2,288,828,081,429",
ifrs_CashAndCashEquivalents      현금및현금성자산,      현금및현금성자산,1-1-01,"재무상태표, 유동/비유동법-연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-06-30,반기보고서,KRW,ifrs_CashAndCashEquivalents,      현금및현금성자산,"550,531,504,691","588,312,155,425",
entity00105271_udf_BS_20153128574793_CurrentAssets      단기금융상품,      단기금융상품,1-1-02,"재무상태표, 유동/비유동법-연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-06-30,반기보고서,KRW,entity00105271_udf_BS_20153128574793_CurrentAssets,      단기금융상품,"271,136,641,959","211,733,105,726",
entity00105271_udf_BS_201781014431852_CurrentAssets      당기손익인식금융자산,      기타유동금융자산,1-1-09,"재무상태표, 유동/비유동법-연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-06-30,반기보고서,KRW,entity00105271_udf_BS_201781014431852_CurrentAssets,      당기손익인식금융자산,"10,000,000,000",,
ifrs_TradeAndOtherCurrentReceivables      매출채권,      매출채권,1-1-04,"재무상태표, 유동/비유동법-연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-06-30,반기보고서,KRW,ifrs_TradeAndOtherCurrentReceivables,      매출채권,"889,074,414,846","910,089,113,406",
entity00105271_udf_BS_2011525134942390_CurrentAssets      기타채권,      기타채권,1-1-05,"재무상태표, 유동/비유동법-연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-06-30,반기보고서,KRW,entity00105271_udf_BS_2011525134942390_CurrentAssets,      기타채권,"24,460,665,590","26,814,542,643",
entity00105271_udf_BS_201152513505531_CurrentAssets      선급금,      선급금,1-1-07,"재무상태표, 유동/비유동법-연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-06-30,반기보고서,KRW,entity00105271_udf_BS_201152513505531_CurrentAssets,      선급금,"40,491,400,878","17,401,310,063",
entity00105271_udf_BS_201152513520437_CurrentAssets      선급비용,      선급비용,1-1-08,"재무상태표, 유동/비유동법-연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-06-30,반기보고서,KRW,entity00105271_udf_BS_201152513520437_CurrentAssets,      선급비용,"7,832,283,137","7,345,497,727",
entity00105271_udf_BS_201152513532250_CurrentAssets      유동파생상품자산,      기타유동금융자산,1-1-09,"재무상태표, 유동/비유동법-연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-06-30,반기보고서,KRW,entity00105271_udf_BS_201152513532250_CurrentAssets,      유동파생상품자산,"142,731,069",,
entity00105271_udf_BS_2011525135848859_CurrentAssets      유동만기보유금융자산,      기타유동금융자산,1-1-09,"재무상태표, 유동/비유동법-연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-06-30,반기보고서,KRW,entity00105271_udf_BS_2011525135848859_CurrentAssets,      유동만기보유금융자산,"440,291,070","1,470,078,050",
ifrs_Inventories      재고자산,      재고자산,1-1-11,"재무상태표, 유동/비유동법-연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-06-30,반기보고서,KRW,ifrs_Inventories,      재고자산,"536,359,927,384","525,662,278,389",
ifrs_NoncurrentAssets   Ⅱ. 비유동자산,   비유동자산,1-3,"재무상태표, 유동/비유동법-연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-06-30,반기보고서,KRW,ifrs_NoncurrentAssets,   Ⅱ. 비유동자산,"7,762,633,840,377","6,873,540,350,352",
dart_LongTermTradeAndOtherNonCurrentReceivablesGross      장기매출채권,      장기매출채권,1-3-01,"재무상태표, 유동/비유동법-연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-06-30,반기보고서,KRW,dart_LongTermTradeAndOtherNonCurrentReceivablesGross,      장기매출채권,"4,637,001,869","3,398,782,951",
entity00105271_udf_BS_2011525141412718_NoncurrentAssets      기타채권,      기타채권,1-3-04,"재무상태표, 유동/비유동법-연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-06-30,반기보고서,KRW,entity00105271_udf_BS_2011525141412718_NoncurrentAssets,      기타채권,"87,063,739,016","88,217,380,257",
entity00105271_udf_BS_2011525141436171_NoncurrentAssets      매도가능금융자산,      기타비유동금융자산,1-3-05,"재무상태표, 유동/비유동법-연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-06-30,반기보고서,KRW,entity00105271_udf_BS_2011525141436171_NoncurrentAssets,      매도가능금융자산,"3,951,905,916,383","3,149,289,928,803",
entity00105271_udf_BS_2011525141458156_NoncurrentAssets      만기보유금융자산,      기타비유동금융자산,1-3-05,"재무상태표, 유동/비유동법-연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-06-30,반기보고서,KRW,entity00105271_udf_BS_2011525141458156_NoncurrentAssets,      만기보유금융자산,"7,918,974,494","7,680,490,152",
ifrs_InvestmentAccountedForUsingEquityMethod      지분법적용 투자지분,      지분법적용투자지분,1-3-06,"재무상태표, 유동/비유동법-연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-06-30,반기보고서,KRW,ifrs_InvestmentAccountedForUsingEquityMethod,      지분법적용 투자지분,"307,901,889,795","321,257,551,913",
entity00105271_udf_BS_2011525141616109_NoncurrentAssets      비유동파생상품자산,      기타비유동금융자산,1-3-05,"재무상태표, 유동/비유동법-연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-06-30,반기보고서,KRW,entity00105271_udf_BS_2011525141616109_NoncurrentAssets,      비유동파생상품자산,"11,244,114,013","20,029,475,790",
ifrs_PropertyPlantAndEquipment      유형자산,      유형자산,1-3-08,"재무상태표, 유동/비유동법-연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-06-30,반기보고서,KRW,ifrs_PropertyPlantAndEquipment,      유형자산,"2,697,871,402,573","2,572,475,938,787",
ifrs_IntangibleAssetsOtherThanGoodwill      영업권 이외의 무형자산,      무형자산,1-3-09,"재무상태표, 유동/비유동법-연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-06-30,반기보고서,KRW,ifrs_IntangibleAssetsOtherThanGoodwill,      영업권 이외의 무형자산,"17,476,347,918","18,140,598,637",
dart_GoodwillGross      영업권,      영업권,1-3-10,"재무상태표, 유동/비유동법-연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-06-30,반기보고서,KRW,dart_GoodwillGross,      영업권,"21,920,379,735","21,920,379,735",
ifrs_InvestmentProperty      투자부동산,      투자부동산,1-3-11,"재무상태표, 유동/비유동법-연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-06-30,반기보고서,KRW,ifrs_InvestmentProperty,      투자부동산,"654,347,630,301","660,135,919,857",
ifrs_DeferredTaxAssets      이연법인세자산,      이연법인세자산,1-3-12,"재무상태표, 유동/비유동법-연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-06-30,반기보고서,KRW,ifrs_DeferredTaxAssets,      이연법인세자산,"346,444,280","837,063,138",
entity00105271_udf_BS_201731718650106_NoncurrentAssets      순확정급여자산,      순확정급여자산,1-3-13,"재무상태표, 유동/비유동법-연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-06-30,반기보고서,KRW,entity00105271_udf_BS_201731718650106_NoncurrentAssets,      순확정급여자산,,"10,156,840,332",
ifrs_Assets   자산총계,   자산총계,1-4,"재무상태표, 유동/비유동법-연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-06-30,반기보고서,KRW,ifrs_Assets,   자산총계,"10,093,103,701,001","9,162,368,431,781",
ifrs_LiabilitiesAbstract부채  [abstract],부채,2,"재무상태표, 유동/비유동법-연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-06-30,반기보고서,KRW,ifrs_LiabilitiesAbstract,부채  [abstract],,,
ifrs_CurrentLiabilities   I. 유동부채,   유동부채,2-1,"재무상태표, 유동/비유동법-연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-06-30,반기보고서,KRW,ifrs_CurrentLiabilities,   I. 유동부채,"2,323,008,240,238","1,677,502,637,380",
