구분자,구분자,구분자,재무제표종류,종목코드,회사명,시장구분,업종,업종명,결산월,결산기준일,보고서종류,통화,항목코드,항목명,당기 1분기말,전기말,전전기말
ifrs_LiabilitiesAbstract부채  [abstract],부채,2,"재무상태표, 유동/비유동법-별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-03-31,1분기보고서,KRW,ifrs_LiabilitiesAbstract,부채  [abstract],,,
ifrs_CurrentLiabilities   I. 유동부채,   유동부채,2-1,"재무상태표, 유동/비유동법-별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-03-31,1분기보고서,KRW,ifrs_CurrentLiabilities,   I. 유동부채,"1,598,775,345,536","1,624,400,028,228","1,334,959,069,668"
ifrs_TradeAndOtherCurrentPayables      매입채무,      매입채무,2-1-01,"재무상태표, 유동/비유동법-별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-03-31,1분기보고서,KRW,ifrs_TradeAndOtherCurrentPayables,      매입채무,"238,819,629,165","228,822,927,417","204,104,860,813"
dart_ShortTermBorrowings      단기차입금,      단기차입금,2-1-04,"재무상태표, 유동/비유동법-별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-03-31,1분기보고서,KRW,dart_ShortTermBorrowings,      단기차입금,"1,019,796,403,973","1,064,052,715,560","815,590,220,077"
entity00105271_udf_BS_2011526101219140_CurrentLiabilities      기타부채,      기타부채,2-1-03,"재무상태표, 유동/비유동법-별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-03-31,1분기보고서,KRW,entity00105271_udf_BS_2011526101219140_CurrentLiabilities,      기타부채,"308,114,197,908","287,565,371,522","253,608,806,853"
entity00105271_udf_BS_2011526101220968_CurrentLiabilities      유동파생상품부채,      유동파생상품부채,2-1-07,"재무상태표, 유동/비유동법-별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-03-31,1분기보고서,KRW,entity00105271_udf_BS_2011526101220968_CurrentLiabilities,      유동파생상품부채,"56,722,623","56,722,623",
dart_PaymentsOfIncomeTaxesPayable      미지급법인세,      미지급법인세,2-1-10,"재무상태표, 유동/비유동법-별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-03-31,1분기보고서,KRW,dart_PaymentsOfIncomeTaxesPayable,      미지급법인세,"31,988,391,867","43,902,291,106","61,655,181,925"
ifrs_NoncurrentLiabilities   Ⅱ. 비유동부채,   비유동부채,2-3,"재무상태표, 유동/비유동법-별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-03-31,1분기보고서,KRW,ifrs_NoncurrentLiabilities,   Ⅱ. 비유동부채,"1,447,945,368,226","1,428,327,570,087","1,340,138,635,120"
dart_LongTermBorrowingsGross      장기차입금,      장기차입금,2-3-01,"재무상태표, 유동/비유동법-별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-03-31,1분기보고서,KRW,dart_LongTermBorrowingsGross,      장기차입금,"911,465,866,379","936,452,892,355","829,388,444,651"
entity00105271_udf_BS_2011526101350718_NoncurrentLiabilities      기타부채,      기타부채,2-3-03,"재무상태표, 유동/비유동법-별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-03-31,1분기보고서,KRW,entity00105271_udf_BS_2011526101350718_NoncurrentLiabilities,      기타부채,"32,127,614,646","31,657,960,663","30,028,401,004"
entity00105271_udf_BS_2011526101352656_NoncurrentLiabilities      비유동파생상품부채,      기타비유동금융부채,2-3-04,"재무상태표, 유동/비유동법-별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-03-31,1분기보고서,KRW,entity00105271_udf_BS_2011526101352656_NoncurrentLiabilities,      비유동파생상품부채,"13,102,242,229","265,142,331","184,635,634"
dart_PostemploymentBenefitObligations      퇴직급여채무,0,0,"재무상태표, 유동/비유동법-별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-03-31,1분기보고서,KRW,dart_PostemploymentBenefitObligations,      퇴직급여채무,,,"26,286,329,346"
ifrs_NoncurrentProvisions      비유동충당부채,      비유동충당부채,2-3-07,"재무상태표, 유동/비유동법-별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-03-31,1분기보고서,KRW,ifrs_NoncurrentProvisions,      비유동충당부채,"12,419,081,346","12,590,041,018","9,191,676,012"
ifrs_DeferredTaxLiabilities      이연법인세부채,      이연법인세부채,2-3-08,"재무상태표, 유동/비유동법-별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-03-31,1분기보고서,KRW,ifrs_DeferredTaxLiabilities,      이연법인세부채,"478,830,563,626","447,361,533,720","445,059,148,473"
ifrs_Liabilities   부채총계,   부채총계,2-4,"재무상태표, 유동/비유동법-별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-03-31,1분기보고서,KRW,ifrs_Liabilities,   부채총계,"3,046,720,713,762","3,052,727,598,315","2,675,097,704,788"
ifrs_EquityAbstract자본 [abstract],자본,3,"재무상태표, 유동/비유동법-별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-03-31,1분기보고서,KRW,ifrs_EquityAbstract,자본 [abstract],,,
entity00105271_udf_BS_201152610186796_EquityAbstract   Ⅰ.자본금,   자본금,3-1,"재무상태표, 유동/비유동법-별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-03-31,1분기보고서,KRW,entity00105271_udf_BS_201152610186796_EquityAbstract,   Ⅰ.자본금,"56,434,870,000","56,434,870,000","56,434,870,000"
entity00105271_udf_BS_2011526101924359_EquityAbstract   Ⅱ.자본잉여금,   자본잉여금,3-2,"재무상태표, 유동/비유동법-별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-03-31,1분기보고서,KRW,entity00105271_udf_BS_2011526101924359_EquityAbstract,   Ⅱ.자본잉여금,"525,943,735,426","525,943,735,426","525,943,735,426"
entity00105271_udf_BS_2011526101838265_EquityAbstract   Ⅲ.자본조정,   자본조정,3-3,"재무상태표, 유동/비유동법-별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-03-31,1분기보고서,KRW,entity00105271_udf_BS_2011526101838265_EquityAbstract,   Ⅲ.자본조정,"-122,873,033,196","-122,873,033,196","-122,873,033,196"
entity00105271_udf_BS_2011526101823140_EquityAbstract   Ⅳ.기타포괄손익누계액,   기타포괄손익누계액,3-4,"재무상태표, 유동/비유동법-별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-03-31,1분기보고서,KRW,entity00105271_udf_BS_2011526101823140_EquityAbstract,   Ⅳ.기타포괄손익누계액,"1,254,550,534,270","1,154,087,484,633","1,120,560,546,018"
ifrs_RetainedEarnings   Ⅴ.이익잉여금,   이익잉여금,3-5,"재무상태표, 유동/비유동법-별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-03-31,1분기보고서,KRW,ifrs_RetainedEarnings,   Ⅴ.이익잉여금,"4,149,199,624,717","4,195,084,981,457","4,135,914,498,554"
ifrs_Equity   자본총계,   자본총계,3-6,"재무상태표, 유동/비유동법-별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-03-31,1분기보고서,KRW,ifrs_Equity,   자본총계,"5,863,255,731,217","5,808,678,038,320","5,715,980,616,802"
ifrs_EquityAndLiabilities자본및부채총계,부채및자본총계,4,"재무상태표, 유동/비유동법-별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-03-31,1분기보고서,KRW,ifrs_EquityAndLiabilities,자본및부채총계,"8,909,976,444,979","8,861,405,636,635","8,391,078,321,590"
항목코드항목명,0,0,재무제표종류,종목코드,회사명,시장구분,업종,업종명,결산월,결산기준일,보고서종류,통화,항목코드,항목명,당기 반기말,전기말,전전기말
ifrs_AssetsAbstract자산 [abstract],자산,1,"재무상태표, 유동/비유동법-별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-06-30,반기보고서,KRW,ifrs_AssetsAbstract,자산 [abstract],,,
ifrs_CurrentAssets   I. 유동자산,   유동자산,1-1,"재무상태표, 유동/비유동법-별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-06-30,반기보고서,KRW,ifrs_CurrentAssets,   I. 유동자산,"1,926,541,308,075","1,890,609,797,572",
ifrs_CashAndCashEquivalents      현금및현금성자산,      현금및현금성자산,1-1-01,"재무상태표, 유동/비유동법-별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-06-30,반기보고서,KRW,ifrs_CashAndCashEquivalents,      현금및현금성자산,"495,760,237,657","507,290,803,343",
entity00105271_udf_BS_201543175423177_CurrentAssets      단기금융상품,      단기금융상품,1-1-02,"재무상태표, 유동/비유동법-별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-06-30,반기보고서,KRW,entity00105271_udf_BS_201543175423177_CurrentAssets,      단기금융상품,"194,100,000,000","147,300,000,000",
entity00105271_udf_BS_201789152818235_CurrentAssets      당기손익인식금융자산,      기타유동금융자산,1-1-08,"재무상태표, 유동/비유동법-별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-06-30,반기보고서,KRW,entity00105271_udf_BS_201789152818235_CurrentAssets,      당기손익인식금융자산,"10,000,000,000",,
ifrs_TradeAndOtherCurrentReceivables      매출채권,      매출채권,1-1-03,"재무상태표, 유동/비유동법-별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-06-30,반기보고서,KRW,ifrs_TradeAndOtherCurrentReceivables,      매출채권,"741,900,169,690","759,541,679,018",
entity00105271_udf_BS_201152693926218_CurrentAssets      기타채권,      기타채권,1-1-04,"재무상태표, 유동/비유동법-별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-06-30,반기보고서,KRW,entity00105271_udf_BS_201152693926218_CurrentAssets,      기타채권,"17,178,062,667","27,621,833,459",
entity00105271_udf_BS_201152693945937_CurrentAssets      선급금,      선급금,1-1-06,"재무상태표, 유동/비유동법-별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-06-30,반기보고서,KRW,entity00105271_udf_BS_201152693945937_CurrentAssets,      선급금,"30,020,237,389","13,743,639,780",
entity00105271_udf_BS_201152693942703_CurrentAssets      선급비용,      선급비용,1-1-07,"재무상태표, 유동/비유동법-별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-06-30,반기보고서,KRW,entity00105271_udf_BS_201152693942703_CurrentAssets,      선급비용,"6,667,698,889","6,222,246,506",
entity00105271_udf_BS_20178915341426_CurrentAssets      유동파생상품자산,      기타유동금융자산,1-1-08,"재무상태표, 유동/비유동법-별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-06-30,반기보고서,KRW,entity00105271_udf_BS_20178915341426_CurrentAssets,      유동파생상품자산,"142,731,069",,
entity00105271_udf_BS_201152694051531_CurrentAssets      유동만기보유금융자산,      기타유동금융자산,1-1-08,"재무상태표, 유동/비유동법-별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-06-30,반기보고서,KRW,entity00105271_udf_BS_201152694051531_CurrentAssets,      유동만기보유금융자산,"440,291,070","1,470,078,050",
ifrs_Inventories      재고자산,      재고자산,1-1-10,"재무상태표, 유동/비유동법-별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-06-30,반기보고서,KRW,ifrs_Inventories,      재고자산,"430,331,879,644","427,419,517,416",
ifrs_NoncurrentAssets   Ⅱ. 비유동자산,   비유동자산,1-3,"재무상태표, 유동/비유동법-별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-06-30,반기보고서,KRW,ifrs_NoncurrentAssets,   Ⅱ. 비유동자산,"7,882,109,211,588","6,970,795,839,063",
dart_LongTermTradeAndOtherNonCurrentReceivablesGross      장기매출채권,      장기매출채권,1-3-01,"재무상태표, 유동/비유동법-별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-06-30,반기보고서,KRW,dart_LongTermTradeAndOtherNonCurrentReceivablesGross,      장기매출채권,"3,952,734,660","2,981,619,842",
entity00105271_udf_BS_20115269500687_NoncurrentAssets      장기기타채권,      기타채권,1-3-03,"재무상태표, 유동/비유동법-별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-06-30,반기보고서,KRW,entity00105271_udf_BS_20115269500687_NoncurrentAssets,      장기기타채권,"82,574,558,827","83,433,936,462",
entity00105271_udf_BS_201152695016343_NoncurrentAssets      매도가능금융자산,      기타비유동금융자산,1-3-04,"재무상태표, 유동/비유동법-별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-06-30,반기보고서,KRW,entity00105271_udf_BS_201152695016343_NoncurrentAssets,      매도가능금융자산,"3,951,905,916,383","3,149,289,928,803",
entity00105271_udf_BS_201152695012812_NoncurrentAssets      만기보유금융자산,      기타비유동금융자산,1-3-04,"재무상태표, 유동/비유동법-별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-06-30,반기보고서,KRW,entity00105271_udf_BS_201152695012812_NoncurrentAssets,      만기보유금융자산,"7,918,974,494","7,680,490,152",
entity00105271_udf_BS_20115269501993_NoncurrentAssets      관계기업투자및공동기업투자,      관계기업 및 공동기업투자,1-3-05,"재무상태표, 유동/비유동법-별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-06-30,반기보고서,KRW,entity00105271_udf_BS_20115269501993_NoncurrentAssets,      관계기업투자및공동기업투자,"292,389,749,463","292,389,749,463",
entity00105271_udf_BS_201152695017765_NoncurrentAssets      종속기업투자,      종속기업투자,1-3-06,"재무상태표, 유동/비유동법-별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-06-30,반기보고서,KRW,entity00105271_udf_BS_201152695017765_NoncurrentAssets,      종속기업투자,"449,148,266,576","449,148,266,576",
entity00105271_udf_BS_201152695011125_NoncurrentAssets      비유동파생상품자산,      기타비유동금융자산,1-3-04,"재무상태표, 유동/비유동법-별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-06-30,반기보고서,KRW,entity00105271_udf_BS_201152695011125_NoncurrentAssets,      비유동파생상품자산,"11,244,114,013","20,029,475,790",
ifrs_PropertyPlantAndEquipment      유형자산,      유형자산,1-3-08,"재무상태표, 유동/비유동법-별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-06-30,반기보고서,KRW,ifrs_PropertyPlantAndEquipment,      유형자산,"2,569,518,177,575","2,443,591,079,338",
ifrs_IntangibleAssetsOtherThanGoodwill      영업권 이외의 무형자산,      무형자산,1-3-09,"재무상태표, 유동/비유동법-별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-06-30,반기보고서,KRW,ifrs_IntangibleAssetsOtherThanGoodwill,      영업권 이외의 무형자산,"11,546,566,079","11,812,135,718",
ifrs_InvestmentProperty      투자부동산,      투자부동산,1-3-10,"재무상태표, 유동/비유동법-별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-06-30,반기보고서,KRW,ifrs_InvestmentProperty,      투자부동산,"501,910,153,518","500,282,316,587",
entity00105271_udf_BS_201731013133567_NoncurrentAssets      순확정급여자산,      순확정급여자산,1-3-11,"재무상태표, 유동/비유동법-별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-06-30,반기보고서,KRW,entity00105271_udf_BS_201731013133567_NoncurrentAssets,      순확정급여자산,,"10,156,840,332",
ifrs_Assets   자산총계,   자산총계,1-4,"재무상태표, 유동/비유동법-별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-06-30,반기보고서,KRW,ifrs_Assets,   자산총계,"9,808,650,519,663","8,861,405,636,635",
ifrs_LiabilitiesAbstract부채  [abstract],부채,2,"재무상태표, 유동/비유동법-별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-06-30,반기보고서,KRW,ifrs_LiabilitiesAbstract,부채  [abstract],,,
ifrs_CurrentLiabilities   I. 유동부채,   유동부채,2-1,"재무상태표, 유동/비유동법-별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-06-30,반기보고서,KRW,ifrs_CurrentLiabilities,   I. 유동부채,"2,261,956,528,255","1,624,400,028,228",
ifrs_TradeAndOtherCurrentPayables      매입채무,      매입채무,2-1-01,"재무상태표, 유동/비유동법-별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-06-30,반기보고서,KRW,ifrs_TradeAndOtherCurrentPayables,      매입채무,"265,611,651,667","228,822,927,417",
dart_ShortTermBorrowings      단기차입금,      단기차입금,2-1-04,"재무상태표, 유동/비유동법-별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-06-30,반기보고서,KRW,dart_ShortTermBorrowings,      단기차입금,"1,693,100,060,064","1,064,052,715,560",
entity00105271_udf_BS_2011526101219140_CurrentLiabilities      기타부채,      기타부채,2-1-03,"재무상태표, 유동/비유동법-별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-06-30,반기보고서,KRW,entity00105271_udf_BS_2011526101219140_CurrentLiabilities,      기타부채,"266,879,843,662","287,565,371,522",
entity00105271_udf_BS_2011526101220968_CurrentLiabilities      유동파생상품부채,      유동파생상품부채,2-1-07,"재무상태표, 유동/비유동법-별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-06-30,반기보고서,KRW,entity00105271_udf_BS_2011526101220968_CurrentLiabilities,      유동파생상품부채,"6,143,301,760","56,722,623",
dart_PaymentsOfIncomeTaxesPayable      미지급법인세,      미지급법인세,2-1-10,"재무상태표, 유동/비유동법-별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-06-30,반기보고서,KRW,dart_PaymentsOfIncomeTaxesPayable,      미지급법인세,"30,221,671,102","43,902,291,106",
ifrs_NoncurrentLiabilities   Ⅱ. 비유동부채,   비유동부채,2-3,"재무상태표, 유동/비유동법-별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-06-30,반기보고서,KRW,ifrs_NoncurrentLiabilities,   Ⅱ. 비유동부채,"1,104,777,142,349","1,428,327,570,087",
